timestamp,value
2021-11-19T13:32:11,1.75
2021-11-19T13:47:29,2.25
2021-11-19T14:02:41,3.2
2021-11-19T14:17:56,1.65
2021-11-19T14:33:12,2.05
2021-11-19T14:48:28,2.1
2021-11-19T15:03:45,1.45
2021-11-19T15:19:02,2.25
2021-11-19T15:34:17,1.75
2021-11-19T15:49:33,1.85
2021-11-19T16:04:49,1.7
2021-11-19T16:20:04,1.95
2021-11-19T16:35:20,1.9
2021-11-19T16:50:35,1.55
2021-11-19T17:05:52,2.0
2021-11-19T17:21:08,1.3
2021-11-19T17:36:25,1.75
2021-11-19T17:51:41,1.55
2021-11-19T18:06:58,1.55
2021-11-19T18:22:14,2.05
2021-11-19T18:37:29,1.95
2021-11-19T18:52:45,1.8
2021-11-19T19:08:02,1.75
2021-11-19T19:23:16,1.7
2021-11-19T19:38:31,1.95
2021-11-19T19:53:47,2.0
2021-11-19T20:09:01,1.75
2021-11-19T20:24:17,2.05
2021-11-19T20:39:32,1.65
2021-11-19T20:54:47,2.1
2021-11-19T21:10:01,1.7
2021-11-19T21:25:16,2.25
2021-11-19T21:40:31,1.7
2021-11-19T21:55:45,2.75
2021-11-19T22:10:57,2.0
2021-11-19T22:26:13,1.85
2021-11-19T22:41:27,1.75
2021-11-19T22:56:42,2.25
2021-11-19T23:11:56,1.7
2021-11-19T23:27:10,2.15
2021-11-19T23:42:25,1.95
2021-11-19T23:57:39,1.65
2021-11-20T00:12:54,2.05
2021-11-20T00:28:07,1.6
2021-11-20T00:43:21,2.25
2021-11-20T00:58:35,1.7
2021-11-20T01:13:47,1.9
2021-11-20T01:29:00,2.0
2021-11-20T01:44:12,1.65
2021-11-20T01:59:25,2.25
2021-11-20T02:14:37,1.7
2021-11-20T02:29:49,2.05
2021-11-20T02:45:02,1.9
2021-11-20T03:00:13,1.65
2021-11-20T03:15:25,2.15
2021-11-20T03:30:37,1.6
2021-11-20T03:45:48,2.2
2021-11-20T04:01:01,1.75
2021-11-20T04:16:12,1.9
2021-11-20T04:31:24,1.95
2021-11-20T04:46:35,1.65
2021-11-20T05:01:47,2.15
2021-11-20T05:16:59,1.65
2021-11-20T05:32:10,2.2
2021-11-20T05:47:22,1.8
2021-11-20T06:02:32,1.85
2021-11-20T06:17:44,2.0
2021-11-20T06:32:55,1.6
2021-11-20T06:48:06,2.25
2021-11-20T07:03:17,1.65
2021-11-20T07:18:28,2.1
2021-11-20T07:33:40,1.85
2021-11-20T07:48:50,1.75
2021-11-20T08:04:01,2.05
2021-11-20T08:19:12,1.6
2021-11-20T08:34:23,2.25
2021-11-20T08:49:34,1.7
2021-11-20T09:04:44,2.1
2021-11-20T09:19:55,1.85
2021-11-20T09:35:05,1.75
2021-11-20T09:50:16,2.05
2021-11-20T10:05:26,1.6
2021-11-20T10:20:36,2.25
2021-11-20T10:35:47,1.7
2021-11-20T10:50:57,2.1
2021-11-20T11:06:08,1.9
2021-11-20T11:21:18,1.65
2021-11-20T11:36:28,2.1
2021-11-20T11:51:38,1.7
2021-11-20T12:06:49,1.55
2021-11-20T12:21:59,2.1
2021-11-20T12:37:10,1.8
2021-11-20T12:52:20,1.8
2021-11-20T13:07:31,1.4
2021-11-20T13:22:43,1.75
2021-11-20T13:37:54,0.85
2021-11-20T13:53:06,2.15
2021-11-20T14:08:18,1.35
2021-11-20T14:23:29,0.8
2021-11-20T14:38:41,2.1
2021-11-20T14:53:53,1.0
2021-11-20T15:09:04,1.75
2021-11-20T15:24:16,1.05
2021-11-20T15:39:29,1.3
2021-11-20T15:54:42,1.15
2021-11-20T16:09:57,0.55
2021-11-20T16:25:10,1.8
2021-11-20T16:40:22,0.8
2021-11-20T16:55:35,0.5
2021-11-20T17:10:46,1.95
2021-11-20T17:25:59,1.1
2021-11-20T17:41:10,1.05
2021-11-20T17:56:24,0.65
2021-11-20T18:11:35,0.9
2021-11-20T18:26:50,1.0
2021-11-20T18:42:00,1.3
2021-11-20T18:57:15,0.3
2021-11-20T19:12:27,1.15
2021-11-20T19:27:39,1.7
2021-11-20T19:42:50,1.05
2021-11-20T19:58:01,1.65
2021-11-20T20:13:13,1.05
2021-11-20T20:28:26,1.5
2021-11-20T20:43:39,0.6
2021-11-20T20:58:51,0.35
2021-11-20T21:14:04,1.45
2021-11-20T21:29:15,0.4
2021-11-20T21:44:27,2.0
2021-11-20T21:59:38,0.8
2021-11-20T22:14:49,1.35
2021-11-20T22:30:01,0.85
2021-11-20T22:45:13,0.9
2021-11-20T23:00:23,2.2
2021-11-20T23:15:34,1.1
2021-11-20T23:30:43,1.65
2021-11-20T23:45:54,1.55
2021-11-21T00:01:03,1.4
2021-11-21T00:16:13,1.8
2021-11-21T00:31:22,1.05
2021-11-21T00:46:33,2.0
2021-11-21T01:01:42,0.95
2021-11-21T01:16:52,2.15
2021-11-21T01:32:02,1.1
2021-11-21T01:47:11,2.15
2021-11-21T02:02:22,1.2
2021-11-21T02:17:30,2.0
2021-11-21T02:32:40,1.4
2021-11-21T02:47:49,1.1
2021-11-21T03:02:59,1.95
2021-11-21T03:18:08,1.0
2021-11-21T03:33:18,2.15
2021-11-21T03:48:27,1.15
2021-11-21T04:03:35,2.2
2021-11-21T04:18:45,1.3
2021-11-21T04:33:53,1.85
2021-11-21T04:49:03,1.55
2021-11-21T05:04:11,1.5
2021-11-21T05:19:21,1.75
2021-11-21T05:34:29,1.1
2021-11-21T05:49:39,1.9
2021-11-21T06:04:47,1.05
2021-11-21T06:19:56,2.1
2021-11-21T06:35:04,1.05
2021-11-21T06:50:12,2.25
2021-11-21T07:05:21,1.15
2021-11-21T07:20:29,2.2
2021-11-21T07:35:38,1.35
2021-11-21T07:50:45,1.9
2021-11-21T08:05:55,1.55
2021-11-21T08:21:02,1.5
2021-11-21T08:36:11,1.75
2021-11-21T08:51:18,1.15
2021-11-21T09:06:27,1.95
2021-11-21T09:21:34,1.0
2021-11-21T09:36:43,2.1
2021-11-21T09:51:51,1.0
2021-11-21T10:06:59,2.2
2021-11-21T10:22:07,1.1
2021-11-21T10:37:14,2.25
2021-11-21T10:52:23,1.15
2021-11-21T11:07:30,2.25
2021-11-21T11:22:39,1.25
2021-11-21T11:37:46,2.1
2021-11-21T11:52:56,1.4
2021-11-21T12:08:02,1.75
2021-11-21T12:23:12,1.5
2021-11-21T12:38:19,0.85
2021-11-21T12:53:28,1.85
2021-11-21T13:08:37,0.95
2021-11-21T13:23:45,1.75
2021-11-21T13:38:55,1.3
2021-11-21T13:54:01,2.1
2021-11-21T14:09:10,1.2
2021-11-21T14:24:17,1.8
2021-11-21T14:39:26,1.5
2021-11-21T14:54:33,1.0
2021-11-21T15:09:42,1.95
2021-11-21T15:24:50,1.0
2021-11-21T15:39:57,2.2
2021-11-21T15:55:05,1.0
2021-11-21T16:10:12,2.2
2021-11-21T16:25:20,1.0
2021-11-21T16:40:28,2.2
2021-11-21T16:55:36,1.1
2021-11-21T17:10:43,2.25
2021-11-21T17:25:51,1.1
2021-11-21T17:40:58,2.3
2021-11-21T17:56:05,1.1
2021-11-21T18:11:12,1.9
2021-11-21T18:26:21,1.3
2021-11-21T18:41:27,2.1
2021-11-21T18:56:36,0.45
2021-11-21T19:11:45,1.5
2021-11-21T19:26:54,1.4
2021-11-21T19:42:01,1.05
2021-11-21T19:57:09,1.75
2021-11-21T20:12:16,1.05
2021-11-21T20:27:23,2.05
2021-11-21T20:42:30,0.75
2021-11-21T20:57:38,1.9
2021-11-21T21:12:45,1.1
2021-11-21T21:27:52,2.2
2021-11-21T21:42:58,1.3
2021-11-21T21:58:04,2.3
2021-11-21T22:13:11,1.55
2021-11-21T22:28:16,2.0
2021-11-21T22:43:24,1.8
2021-11-21T22:58:29,1.5
2021-11-21T23:13:36,2.0
2021-11-21T23:28:42,1.3
2021-11-21T23:43:48,2.15
2021-11-21T23:58:54,1.3
2021-11-22T00:14:01,2.35
2021-11-22T00:29:07,1.4
2021-11-22T00:44:13,2.2
2021-11-22T00:59:20,1.75
2021-11-22T01:14:25,1.55
2021-11-22T01:29:32,2.0
2021-11-22T01:44:37,1.25
2021-11-22T01:59:44,2.25
2021-11-22T02:14:49,1.35
2021-11-22T02:29:55,2.4
2021-11-22T02:45:01,1.55
2021-11-22T03:00:06,2.0
2021-11-22T03:15:13,1.85
2021-11-22T03:30:17,1.4
2021-11-22T03:45:24,2.15
2021-11-22T04:00:29,1.25
2021-11-22T04:15:35,2.35
2021-11-22T04:30:41,1.4
2021-11-22T04:45:46,2.4
2021-11-22T05:00:52,1.65
2021-11-22T05:15:56,1.95
2021-11-22T05:31:03,1.95
2021-11-22T05:46:07,1.4
2021-11-22T06:01:13,2.2
2021-11-22T06:16:18,1.3
2021-11-22T06:31:23,2.4
2021-11-22T06:46:29,1.5
2021-11-22T07:01:34,2.35
2021-11-22T07:16:39,1.75
2021-11-22T07:31:44,1.75
2021-11-22T07:46:50,2.0
2021-11-22T08:01:55,1.35
2021-11-22T08:17:01,2.25
2021-11-22T08:32:06,1.4
2021-11-22T08:47:10,2.45
2021-11-22T09:02:16,1.55
2021-11-22T09:17:20,2.25
2021-11-22T09:32:26,1.75
2021-11-22T09:47:30,1.7
2021-11-22T10:02:36,2.0
2021-11-22T10:17:41,1.2
2021-11-22T10:32:47,2.1
2021-11-22T10:47:51,1.3
2021-11-22T11:02:57,2.25
2021-11-22T11:18:01,1.35
2021-11-22T11:33:06,2.4
2021-11-22T11:48:12,1.5
2021-11-22T12:03:16,2.4
2021-11-22T12:18:22,1.7
2021-11-22T12:33:26,2.05
2021-11-22T12:48:32,1.9
2021-11-22T13:03:35,1.55
2021-11-22T13:18:41,2.1
2021-11-22T13:33:45,1.25
2021-11-22T13:48:51,2.2
2021-11-22T14:03:56,1.3
2021-11-22T14:19:01,2.4
2021-11-22T14:34:06,1.45
2021-11-22T14:49:11,2.35
2021-11-22T15:04:15,0.7
2021-11-22T15:19:24,1.55
2021-11-22T15:34:28,1.75
2021-11-22T15:49:33,1.8
2021-11-22T16:04:37,1.4
2021-11-22T16:19:43,2.0
2021-11-22T16:34:48,1.2
2021-11-22T16:49:53,2.15
2021-11-22T17:04:59,1.1
2021-11-22T17:20:04,2.25
2021-11-22T17:35:09,1.35
2021-11-22T17:50:14,1.4
2021-11-22T18:05:20,1.85
2021-11-22T18:20:24,1.1
2021-11-22T18:35:30,1.95
2021-11-22T18:50:35,1.0
2021-11-22T19:05:41,2.1
2021-11-22T19:20:46,1.1
2021-11-22T19:35:50,2.25
2021-11-22T19:50:56,1.3
2021-11-22T20:06:01,1.15
2021-11-22T20:21:06,2.05
2021-11-22T20:36:11,1.25
2021-11-22T20:51:16,1.85
2021-11-22T21:06:21,1.6
2021-11-22T21:21:25,1.9
2021-11-22T21:36:30,1.85
2021-11-22T21:51:35,1.7
2021-11-22T22:06:38,1.9
2021-11-22T22:21:42,2.2
2021-11-22T22:36:45,1.6
2021-11-22T22:51:49,2.4
2021-11-22T23:06:52,1.6
2021-11-22T23:21:56,2.45
2021-11-22T23:37:00,1.7
2021-11-22T23:52:03,2.15
2021-11-23T00:07:07,1.85
2021-11-23T00:22:10,1.7
2021-11-23T00:37:15,2.05
2021-11-23T00:52:18,1.55
2021-11-23T01:07:23,2.2
2021-11-23T01:22:28,1.45
2021-11-23T01:37:32,2.35
2021-11-23T01:52:36,1.55
2021-11-23T02:07:40,2.35
2021-11-23T02:22:44,1.65
2021-11-23T02:37:47,2.05
2021-11-23T02:52:51,1.85
2021-11-23T03:07:54,1.65
2021-11-23T03:22:58,1.95
2021-11-23T03:38:00,1.45
2021-11-23T03:53:04,2.15
2021-11-23T04:08:08,1.45
2021-11-23T04:23:11,2.3
2021-11-23T04:38:15,1.5
2021-11-23T04:53:18,2.35
2021-11-23T05:08:22,1.6
2021-11-23T05:23:25,2.25
2021-11-23T05:38:30,1.7
2021-11-23T05:53:32,1.95
2021-11-23T06:08:37,1.8
2021-11-23T06:23:41,1.7
2021-11-23T06:38:45,1.95
2021-11-23T06:53:49,1.55
2021-11-23T07:08:53,2.1
2021-11-23T07:23:56,1.45
2021-11-23T07:38:59,2.2
2021-11-23T07:54:02,1.5
2021-11-23T08:09:05,2.35
2021-11-23T08:24:08,1.55
2021-11-23T08:39:11,2.25
2021-11-23T08:54:15,1.65
2021-11-23T09:09:17,2.05
2021-11-23T09:24:21,1.8
2021-11-23T09:39:23,1.65
2021-11-23T09:54:27,1.95
2021-11-23T10:09:30,1.5
2021-11-23T10:24:34,2.05
2021-11-23T10:39:36,1.4
2021-11-23T10:54:40,2.15
2021-11-23T11:09:43,1.45
2021-11-23T11:24:46,2.3
2021-11-23T11:39:49,1.5
2021-11-23T11:54:51,2.35
2021-11-23T12:09:55,1.6
2021-11-23T12:24:57,2.2
2021-11-23T12:40:01,1.7
2021-11-23T12:55:06,0.95
2021-11-23T13:10:11,1.3
2021-11-23T13:25:18,0.5
2021-11-23T13:40:23,2.1
2021-11-23T13:55:27,1.15
2021-11-23T14:10:30,2.2
2021-11-23T14:25:35,1.0
2021-11-23T14:40:38,2.25
2021-11-23T14:55:42,1.3
2021-11-23T15:10:44,2.2
2021-11-23T15:25:48,1.6
2021-11-23T15:40:52,1.8
2021-11-23T15:55:53,1.85
2021-11-23T16:10:56,2.2
2021-11-23T16:25:58,1.75
2021-11-23T16:41:00,1.8
2021-11-23T16:56:02,2.1
2021-11-23T17:11:04,1.8
2021-11-23T17:26:05,2.1
2021-11-23T17:41:08,1.95
2021-11-23T17:56:10,1.95
2021-11-23T18:11:11,1.7
2021-11-23T18:26:16,1.35
2021-11-23T18:41:18,1.55
2021-11-23T18:56:21,2.05
2021-11-23T19:11:24,1.45
2021-11-23T19:26:28,1.7
2021-11-23T19:41:30,1.3
2021-11-23T19:56:34,1.9
2021-11-23T20:11:36,1.55
2021-11-23T20:26:38,1.7
2021-11-23T20:41:41,1.95
2021-11-23T20:56:43,1.55
2021-11-23T21:11:46,1.85
2021-11-23T21:26:50,1.75
2021-11-23T21:41:53,1.45
2021-11-23T21:56:55,1.7
2021-11-23T22:11:58,1.95
2021-11-23T22:27:01,1.55
2021-11-23T22:42:02,1.7
2021-11-23T22:57:05,2.05
2021-11-23T23:12:07,1.6
2021-11-23T23:27:09,1.8
2021-11-23T23:42:12,2.0
2021-11-23T23:57:14,1.6
2021-11-24T00:12:15,1.95
2021-11-24T00:27:18,1.9
2021-11-24T00:42:20,1.55
2021-11-24T00:57:22,2.05
2021-11-24T01:12:25,1.9
2021-11-24T01:27:26,1.55
2021-11-24T01:42:28,2.1
2021-11-24T01:57:30,1.8
2021-11-24T02:12:32,1.55
2021-11-24T02:27:34,2.15
2021-11-24T02:42:36,1.75
2021-11-24T02:57:38,1.55
2021-11-24T03:12:40,2.15
2021-11-24T03:27:43,1.7
