timestamp,value
2022-01-25T08:54:26,6.3
2022-01-25T09:00:36,5.05
2022-01-25T09:05:55,4.85
2022-01-25T09:11:13,5.05
2022-01-25T09:16:30,5.5
2022-01-25T09:22:37,6.1
2022-01-25T09:28:44,6.8
2022-01-25T09:34:50,6.75
2022-01-25T09:40:59,5.5
2022-01-25T09:47:08,4.95
2022-01-25T09:53:16,5.2
2022-01-25T09:59:24,5.0
2022-01-25T10:05:33,4.5
2022-01-25T10:10:51,4.65
2022-01-25T10:16:07,5.05
2022-01-25T10:22:16,4.75
2022-01-25T10:28:25,4.35
2022-01-25T10:34:32,4.6
2022-01-25T10:40:41,5.1
2022-01-25T10:46:49,4.5
2022-01-25T10:52:57,4.25
2022-01-25T10:59:05,4.7
2022-01-25T11:05:13,5.1
2022-01-25T11:11:20,4.45
2022-01-25T11:17:28,4.35
2022-01-25T11:23:34,4.65
2022-01-25T11:29:41,5.1
2022-01-25T11:35:49,4.5
2022-01-25T11:41:57,4.45
2022-01-25T11:48:04,4.9
2022-01-25T11:53:18,5.1
2022-01-25T11:59:26,4.35
2022-01-25T12:04:42,4.45
2022-01-25T12:10:48,4.8
2022-01-25T12:16:54,5.05
2022-01-25T12:23:00,4.55
2022-01-25T12:28:16,4.6
2022-01-25T12:33:30,4.95
2022-01-25T12:39:35,5.15
2022-01-25T12:45:41,4.5
2022-01-25T12:51:48,4.45
2022-01-25T12:57:54,5.0
2022-01-25T13:03:58,4.9
2022-01-25T13:10:03,4.4
2022-01-25T13:16:09,4.5
2022-01-25T13:22:15,4.95
2022-01-25T13:28:20,4.55
2022-01-25T13:34:26,4.25
2022-01-25T13:40:31,4.55
2022-01-25T13:46:36,5.0
2022-01-25T13:52:41,4.4
2022-01-25T13:58:47,4.15
2022-01-25T14:04:52,4.45
2022-01-25T14:10:57,4.95
2022-01-25T14:17:02,4.3
2022-01-25T14:23:07,4.3
2022-01-25T14:29:12,4.6
2022-01-25T14:35:16,4.95
2022-01-25T14:41:21,4.25
2022-01-25T14:47:26,4.4
2022-01-25T14:53:30,4.7
2022-01-25T14:59:34,4.85
2022-01-25T15:05:37,5.0
2022-01-25T15:11:41,5.35
2022-01-25T15:17:43,6.1
2022-01-25T15:23:45,6.85
2022-01-25T15:29:46,7.55
2022-01-25T15:35:46,7.35
2022-01-25T15:41:47,5.75
2022-01-25T15:47:50,5.1
2022-01-25T15:53:54,5.25
2022-01-25T15:59:57,4.95
2022-01-25T16:06:01,4.45
2022-01-25T16:12:04,4.6
2022-01-25T16:18:08,5.1
2022-01-25T16:24:11,4.25
2022-01-25T16:30:15,4.4
2022-01-25T16:36:19,4.95
2022-01-25T16:42:22,4.9
2022-01-25T16:48:25,4.35
2022-01-25T16:54:29,4.35
2022-01-25T17:00:32,4.9
2022-01-25T17:06:35,4.85
2022-01-25T17:12:38,4.3
2022-01-25T17:18:42,4.45
2022-01-25T17:24:45,4.8
2022-01-25T17:30:47,4.8
2022-01-25T17:36:51,4.2
2022-01-25T17:42:54,4.45
2022-01-25T17:48:57,4.8
2022-01-25T17:54:59,4.8
2022-01-25T18:01:02,4.1
2022-01-25T18:07:06,4.2
2022-01-25T18:13:08,4.8
2022-01-25T18:19:11,4.85
2022-01-25T18:25:15,4.1
2022-01-25T18:31:18,4.2
2022-01-25T18:37:19,4.6
2022-01-25T18:43:21,4.95
2022-01-25T18:49:25,4.1
2022-01-25T18:55:27,4.3
2022-01-25T19:01:30,4.55
2022-01-25T19:07:30,5.0
2022-01-25T19:13:34,4.25
2022-01-25T19:19:36,4.3
2022-01-25T19:25:38,4.55
2022-01-25T19:31:39,5.0
2022-01-25T19:37:43,4.3
2022-01-25T19:43:45,4.1
2022-01-25T19:49:47,4.5
2022-01-25T19:55:47,5.0
2022-01-25T20:01:50,4.2
2022-01-25T20:07:52,4.1
2022-01-25T20:13:55,4.45
2022-01-25T20:19:55,4.9
2022-01-25T20:25:57,4.35
2022-01-25T20:32:00,4.2
2022-01-25T20:38:02,4.45
2022-01-25T20:44:03,4.9
2022-01-25T20:50:04,4.6
2022-01-25T20:56:06,4.1
2022-01-25T21:02:08,4.25
2022-01-25T21:08:10,4.9
2022-01-25T21:14:09,5.4
2022-01-25T21:20:09,6.2
2022-01-25T21:26:08,6.7
2022-01-25T21:32:07,7.35
2022-01-25T21:38:05,6.6
2022-01-25T21:44:06,5.15
2022-01-25T21:50:07,4.7
2022-01-25T21:56:08,5.1
2022-01-25T22:02:09,4.8
2022-01-25T22:08:11,4.25
2022-01-25T22:14:13,4.3
2022-01-25T22:20:14,4.9
2022-01-25T22:26:15,4.7
2022-01-25T22:32:17,4.1
2022-01-25T22:38:18,4.4
2022-01-25T22:44:19,4.85
2022-01-25T22:50:20,4.8
2022-01-25T22:56:22,4.2
2022-01-25T23:02:23,4.4
2022-01-25T23:08:25,4.8
2022-01-25T23:14:24,4.65
2022-01-25T23:20:27,4.1
2022-01-25T23:26:28,4.3
2022-01-25T23:32:28,4.65
2022-01-25T23:38:30,4.8
2022-01-25T23:44:31,4.2
2022-01-25T23:50:33,4.25
2022-01-25T23:56:34,4.65
2022-01-26T00:02:35,4.85
2022-01-26T00:08:36,4.2
2022-01-26T00:14:37,4.25
2022-01-26T00:20:37,4.55
2022-01-26T00:26:39,4.95
2022-01-26T00:32:39,4.15
2022-01-26T00:38:41,4.1
2022-01-26T00:44:42,4.55
2022-01-26T00:50:42,4.9
2022-01-26T00:56:43,4.25
2022-01-26T01:02:44,4.05
2022-01-26T01:08:45,4.3
2022-01-26T01:14:45,4.9
2022-01-26T01:20:46,4.35
2022-01-26T01:26:47,4.15
2022-01-26T01:32:48,4.3
2022-01-26T01:38:48,4.9
2022-01-26T01:44:48,4.65
2022-01-26T01:50:49,4.2
2022-01-26T01:56:50,4.3
2022-01-26T02:02:51,4.75
2022-01-26T02:08:51,4.7
2022-01-26T02:14:51,4.1
2022-01-26T02:20:52,4.15
2022-01-26T02:26:52,4.5
2022-01-26T02:32:53,4.8
2022-01-26T02:38:53,4.1
2022-01-26T02:44:54,4.15
2022-01-26T02:50:55,4.55
2022-01-26T02:56:54,4.95
2022-01-26T03:02:55,4.3
2022-01-26T03:08:56,4.45
2022-01-26T03:14:56,4.8
2022-01-26T03:20:56,5.3
2022-01-26T03:26:55,6.0
2022-01-26T03:32:52,6.6
2022-01-26T03:38:51,5.85
2022-01-26T03:44:50,4.9
2022-01-26T03:50:51,4.65
2022-01-26T03:56:51,5.05
2022-01-26T04:02:51,4.75
2022-01-26T04:08:51,4.25
2022-01-26T04:14:52,4.45
2022-01-26T04:20:53,4.9
2022-01-26T04:26:53,4.75
2022-01-26T04:32:53,4.15
2022-01-26T04:38:54,4.4
2022-01-26T04:44:55,4.9
2022-01-26T04:50:53,4.8
2022-01-26T04:56:55,4.15
2022-01-26T05:02:55,4.35
2022-01-26T05:08:57,4.8
2022-01-26T05:14:55,4.75
2022-01-26T05:20:57,4.15
2022-01-26T05:26:58,4.25
2022-01-26T05:32:59,4.65
2022-01-26T05:38:58,4.9
2022-01-26T05:44:59,4.15
2022-01-26T05:51:00,4.1
2022-01-26T05:56:59,4.6
2022-01-26T06:03:00,4.95
2022-01-26T06:08:59,4.25
2022-01-26T06:15:01,4.05
2022-01-26T06:21:02,4.5
2022-01-26T06:27:02,4.9
2022-01-26T06:33:02,4.3
2022-01-26T06:39:03,4.15
2022-01-26T06:45:03,4.45
2022-01-26T06:51:04,4.95
2022-01-26T06:57:04,4.45
2022-01-26T07:03:03,4.15
2022-01-26T07:09:05,4.25
2022-01-26T07:15:04,4.7
2022-01-26T07:21:05,4.75
2022-01-26T07:27:05,4.15
2022-01-26T07:33:06,4.2
2022-01-26T07:39:05,4.75
2022-01-26T07:45:05,4.8
2022-01-26T07:51:05,4.2
2022-01-26T07:57:07,4.05
2022-01-26T08:03:08,4.6
2022-01-26T08:09:08,4.85
2022-01-26T08:15:08,4.1
2022-01-26T08:21:09,4.15
2022-01-26T08:27:08,4.4
2022-01-26T08:33:08,4.95
2022-01-26T08:39:08,4.5
2022-01-26T08:45:10,4.0
2022-01-26T08:51:09,4.25
2022-01-26T08:57:10,4.85
2022-01-26T09:03:10,4.9
2022-01-26T09:09:09,5.15
2022-01-26T09:15:10,5.6
2022-01-26T09:21:07,6.25
2022-01-26T09:27:04,6.85
2022-01-26T09:33:01,7.25
2022-01-26T09:38:58,7.35
2022-01-26T09:44:56,6.55
2022-01-26T09:50:53,6.6
2022-01-26T09:56:51,6.8
2022-01-26T10:02:49,6.4
2022-01-26T10:08:47,6.45
2022-01-26T10:14:45,6.65
2022-01-26T10:20:44,6.05
2022-01-26T10:26:43,5.8
2022-01-26T10:32:40,6.25
2022-01-26T10:38:39,5.9
2022-01-26T10:44:39,5.5
2022-01-26T10:50:38,5.95
2022-01-26T10:56:36,6.1
2022-01-26T11:02:35,5.5
2022-01-26T11:08:35,5.6
2022-01-26T11:14:35,6.0
2022-01-26T11:20:34,5.55
2022-01-26T11:26:34,5.15
2022-01-26T11:32:33,5.5
2022-01-26T11:38:34,5.8
2022-01-26T11:44:33,5.2
2022-01-26T11:50:32,5.0
2022-01-26T11:56:32,5.4
2022-01-26T12:02:33,5.55
2022-01-26T12:08:33,4.95
2022-01-26T12:14:34,5.05
2022-01-26T12:20:32,5.65
2022-01-26T12:26:33,5.4
2022-01-26T12:32:33,5.0
2022-01-26T12:38:33,5.2
2022-01-26T12:44:33,5.5
2022-01-26T12:50:33,5.1
2022-01-26T12:56:33,4.85
2022-01-26T13:02:33,5.1
2022-01-26T13:08:34,5.4
2022-01-26T13:14:34,4.95
2022-01-26T13:20:35,4.7
2022-01-26T13:26:35,5.05
2022-01-26T13:32:34,5.4
2022-01-26T13:38:35,4.8
2022-01-26T13:44:36,4.7
2022-01-26T13:50:37,4.95
2022-01-26T13:56:37,5.3
2022-01-26T14:02:37,4.85
2022-01-26T14:08:38,4.65
2022-01-26T14:14:39,4.75
2022-01-26T14:20:39,5.25
2022-01-26T14:26:39,4.85
2022-01-26T14:32:40,4.6
2022-01-26T14:38:40,4.7
2022-01-26T14:44:41,5.1
2022-01-26T14:50:40,4.9
2022-01-26T14:56:40,4.45
2022-01-26T15:02:42,4.55
2022-01-26T15:08:42,5.1
2022-01-26T15:14:41,5.65
2022-01-26T15:20:39,6.25
2022-01-26T15:26:37,6.85
2022-01-26T15:32:34,7.35
2022-01-26T15:38:32,6.95
2022-01-26T15:44:32,5.45
2022-01-26T15:50:32,4.95
2022-01-26T15:56:32,5.1
2022-01-26T16:02:32,5.05
2022-01-26T16:08:32,4.55
2022-01-26T16:14:33,4.55
2022-01-26T16:20:34,5.0
2022-01-26T16:26:34,4.9
2022-01-26T16:32:35,4.35
2022-01-26T16:38:34,4.5
2022-01-26T16:44:35,5.15
2022-01-26T16:50:35,5.15
2022-01-26T16:56:35,4.45
2022-01-26T17:02:36,4.65
2022-01-26T17:08:34,5.15
2022-01-26T17:14:35,5.0
2022-01-26T17:20:36,4.45
2022-01-26T17:26:36,4.5
2022-01-26T17:32:36,5.15
2022-01-26T17:38:36,5.0
2022-01-26T17:44:37,4.45
2022-01-26T17:50:37,4.5
2022-01-26T17:56:38,5.0
2022-01-26T18:02:37,5.1
2022-01-26T18:08:38,4.4
2022-01-26T18:14:39,4.35
2022-01-26T18:20:38,4.9
2022-01-26T18:26:38,5.0
